time,open,high,low,close,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,F1,F2,F3,F4,F5,G100,G150,G200,Kernel Regression Estimate,Buy,Sell,StopBuy,StopSell,Volume,Volume MA,MACD,Signal Line,Histogram,Cross,Main Line,Gobble Line
1734024600,166.07167713433128,166.07167713433128,165.40643496,165.6124236525,166.30668846022505,166.2590724142729,166.46132493144606,167.24355742885942,167.24966673264808,167.51993317013168,167.89160046611624,168.22900155036012,168.24752271826276,168.10362916977274,168.18622945442186,168.2287357795013,168.5780409009224,168.7656122632324,168.9066337603019,169.2359868374324,169.41214105691017,169.95532841607758,170.38253383377574,170.632387802078,170.95447486762174,171.830446308393,172.5056908261205,173.06202035559198,173.52233535984325,173.9543282697973,174.26065217957847,174.72404892445869,175.0166529770724,175.37968557269969,175.95537226149315,176.46269183692596,177.47167733180711,167.53603533958358,,,,,39961,53277.24999999986,-1.0941620995427854,-0.8836907541787897,-0.2104713453639957,,0.8069688924579248,0.5148551927659476
1734027300,165.84205039341566,165.84205039341566,164.98949401,165.351835555,166.3108155880125,166.30875202411877,166.27632013885315,166.42369759558753,167.0570090606901,167.0931915418753,167.34720208697158,167.6940023563533,168.01586977676618,168.05385200523742,167.94064611688611,168.02994496555397,168.08120345707908,168.41609623571475,168.60195915155143,168.9818464452326,169.22170242398042,169.6893485023533,170.2222016491523,170.45828587343155,170.7688802054254,171.33907189320504,172.2593490543597,172.85557190855408,173.3102597493053,173.7773343476039,174.09353360146216,174.54743583069111,174.84880971973217,175.1491377875189,175.87713476754618,176.39245120270564,177.37858610298682,167.25030196370614,,,,,58739,54401.14999999986,-1.1139918986249882,-0.9310782243288176,-0.18291367429617056,,1.010329146689853,0.8288043933709998
1734030000,165.59694297420782,165.59694297420782,164.7313877,165.03168446,166.2097974073641,166.2603064976883,166.2757671518676,166.25968945598075,166.3809175579429,166.91580711846896,166.9669923798021,167.20502650202067,167.52909069535474,167.8352625398257,167.88621067815873,167.79640872442553,167.889933614924,167.9475315963854,168.26900964715836,168.85012446746256,169.087201410284,169.45670895030955,170.09135432170186,170.27151020257946,170.60145234647283,170.98734914398577,172.01561625932646,172.63209445472734,173.1180223495681,173.58310227721944,173.9285677559729,174.37621841246977,174.67454181080458,174.9762181069513,175.76525866401283,176.3153140107833,177.30301109549012,166.9595380309304,,,,,59788,55230.64999999986,-1.1350635027864655,-0.9799059926871792,-0.15515751009928636,,1.1020800015691905,0.9040704706376824
1734032700,165.31431371710391,165.31431371710391,163.98685027,164.6296342475,166.10578980277884,166.15779360507148,166.20880093271884,166.23327281459527,166.22890952534044,166.33506293208208,166.80009035908444,166.8593420576742,167.08288909099403,167.38676060609686,167.67803774554935,167.73784227187664,167.6663611150681,167.76249477119953,167.82474881014525,168.69053943429415,168.9464797509939,169.22220885579625,169.95888502960207,170.14569182265663,170.40199413312436,170.7627310962342,171.8073334660934,172.4588510130299,172.91624589327557,173.42177815194606,173.76038412260078,174.18501834457447,174.50668206652065,174.82337397281805,175.63005742784776,176.2422770763968,177.19773207426206,166.65705438105692,,,,,97668,58858.39999999986,-1.164339228995999,-1.0257586086397465,-0.13858062035625252,,1.2594196075377395,1.0331410384870197
1734035400,164.97197398230196,164.97197398230196,163.25224001,163.8850968225,166.61725432772786,166.36152206525335,166.31094717929065,166.31091428147096,166.31006911722187,166.29363365907153,166.37537598860268,166.7772358551649,166.83244342101375,167.03632561466713,167.31680548988217,167.58963912739716,167.6516431992498,167.59142491597257,167.6861454083018,168.4706880736548,168.79214675744134,169.0690524019373,169.7464256676181,170.0122173545456,170.24094201213103,170.6494908900013,171.5955377643398,172.22228280749226,172.73020974457918,173.21530518593804,173.6130513095629,173.941048098644,174.38113247491592,174.67945192644154,175.46580495703,176.17619035363862,177.11352376654088,166.3118238519897,,,,,167570,66072.14999999986,-1.2313172053039523,-1.0714552870870604,-0.15986191821689189,,1.5440362771214928,1.083568285227528
1734100200,164.428535402401,166.64733068,164.428535402401,165.235191355,160.36100366588195,163.4891289968049,164.36134926546325,164.82346130093833,165.12093215835324,165.31855820866505,165.44611508861564,165.62357944826263,166.06432116746703,166.18529944550025,166.4294781647782,166.73715533788175,167.03359024574215,167.13088323258086,167.10939683263356,167.9602083598145,168.4129759016167,168.69693957381736,169.26470037925964,169.7248336243477,170.0200038416647,170.37112059669423,171.22049047657157,171.89029427047345,172.45116741734302,172.92223513116448,173.36543519570134,173.689419678252,174.15915970292278,174.4668907093656,175.24127305520094,176.07139593792945,177.00073053724228,166.1158774149536,,,,,65277,67974.29999999986,-1.1254331756811382,-1.101409618273828,-0.024023557407310214,,0.045462585052961094,0.03190457119290308
1734102900,164.83186337870052,165.6843956,164.83186337870052,165.15825582,165.4405722866378,162.9007879762599,164.13961009341622,164.63115502075675,164.9468834980783,165.17420551306716,165.33598879123238,165.44542223836845,165.60324531919343,166.0019462793838,166.11759697651343,166.34706934159945,166.63741818009373,166.9198032486635,167.01819583618504,167.68819023818287,168.17485385580187,168.50923260299672,169.0118535017424,169.56278688026782,169.8459078317262,170.18668053469005,170.75796385728484,171.64997692466977,172.24721126159457,172.71287573135962,173.1886376243025,173.52186797000076,173.9826974581842,174.2987027074179,175.074934156474,175.97656816428764,176.91341361051994,165.93947927178152,,,,,35945,66280.84999999986,-1.033237801463116,-1.110347807528064,0.07711000606494789,-1.110347807528064,0.0484820398262762,0.03402355342118506
1734105600,164.99505959935027,165.00934834,164.39386406,164.7586874025,166.2341860495166,165.8373791680772,164.0119206673458,164.6632540824412,164.95176122650884,165.16143392331784,165.3256313039883,165.44826344851793,165.5330626618296,165.66633939222544,166.02305898576017,166.12731273259664,166.33838601143924,166.60861588505273,166.87409543538737,167.4396975419957,168.070451819272,168.3979613796548,168.81314498976639,169.44890518480247,169.68042698301664,170.03648323447578,170.43865933330645,171.42696167325852,172.04129959101834,172.5347179836344,173.00767954050568,173.36751734788146,173.82183857800118,174.1343873338991,174.92295352265825,175.91736036994092,176.82634644474115,165.75147591578985,,,,,76364,65597.29999999986,-0.9833467983867763,-1.1055176419410297,0.12217084355425345,,0.05165681554719272,0.036251536231478074
1734108300,164.87687350092511,165.0788385,164.40379123,164.75124203,164.7786178783121,165.50640196391436,165.48445873815584,164.20359497008724,164.68632684161548,164.9229040018092,165.10674591688823,165.2572546257788,165.37385838516198,165.45761818347754,165.58563743641582,165.9193555601391,166.02356697457475,166.22697400193036,166.48661601793705,167.04014331801255,167.88969691575858,168.2364542660975,168.57422571091305,169.2998152561035,169.53909571365264,169.83042740397286,170.21033070945106,171.2139162473871,171.8609645383059,172.32839453244182,172.83941473125768,173.19325554253928,173.62627178557656,173.961106776248,174.75344095806918,175.85665413717084,176.73478950875335,165.5867718948869,,,,,33443,63351.09999999986,-0.9276386567713644,-1.0898367075062874,0.162198050734923,,0.05092114434838872,0.03573525951493264
1734111000,164.81405776546256,164.99942117,164.54277155,164.71897873999998,164.83768836526102,164.80815312178657,165.28349743103027,165.32276614493202,164.3304136491221,164.7115537622229,164.91073033944494,165.0731137229349,165.21063615238822,165.32024138317155,165.40126092727672,165.52330834715252,165.8361503913023,165.93886135962393,166.1343549594861,166.8472124685066,167.6426331887484,168.04852457272142,168.3921040086778,169.06942416530586,169.38090583172135,169.64988917582951,170.07502932264902,170.9901107547385,171.61521594915624,172.1302243091885,172.62297908348393,173.03288645578544,173.37571666043655,173.82275920681607,174.56701795777133,175.7898953110124,176.6488199067118,165.4404212298711,,,,,21693,62425.69999999986,-0.8712906427356586,-1.0650732123054953,0.19378256956983675,,0.0588870399271591,0.026405920319255156
