time,open,high,low,close,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,F1,F2,F3,F4,F5,G100,G150,G200,Kernel Regression Estimate,Buy,Sell,StopBuy,StopSell,Volume,Volume MA,MACD,Signal Line,Histogram,Cross,Main Line,Gobble Line
1733762700,10.99423384311681,11.11,10.92,11.010000000000002,10.62737441088239,11.250728914788851,11.361586738570155,10.846362640307479,10.790491781766137,10.750095118251203,10.72076610037297,10.719131487057048,10.752765688447584,10.823540890509655,10.866996793648006,10.794058802348957,10.648356314434427,10.626730060657417,10.595883748606136,10.642110698860888,10.745457909855318,10.776291266018879,10.712818659199186,10.817257782553407,10.880942376290676,10.965744204649331,10.976955111073421,10.95553121048371,10.938804511090218,10.956954680973373,10.99341715060087,11.022089463883873,11.035779497215678,11.004740228767442,10.892515110482861,10.163836362660568,9.488305608178017,10.823435494021082,,,,,2616,14677.15,0.07472378021393666,0.01934788469698508,0.05537589551695159,,0.22958235022950363,0.10268806534874866
1733765400,11.002116921558406,11.21,10.98,11.067500000000003,10.856966950881224,10.742170680881808,11.119474926819644,11.235431791647924,10.848483502422223,10.801570976618654,10.765362522912644,10.737791206686492,10.734446538593069,10.763185814690944,10.82657962327071,10.866160973417445,10.798897890697571,10.663257074180633,10.642079186672362,10.62222638378574,10.748128378992027,10.793637226068169,10.708293916425333,10.767569088511866,10.864186401471747,10.946978035562221,10.972636397910971,10.960770659352768,10.941425167263091,10.944603418251667,10.988551977949118,11.01522654069208,11.024481561268813,11.002497239403581,10.91026863295927,10.181255602871916,9.507776390217394,10.85456978240416,,,,,5126,14143.95,0.08171237362182282,0.030538294120867664,0.05117407950095516,,0.20430394083785952,0.09138148645482816
1733768100,11.034808460779203,11.06,10.91,10.997500000000002,11.25313754725488,11.055052249068051,10.912492969672833,11.152890581928455,11.238972942769308,10.915925843227669,10.866080486709553,10.826334400955414,10.795051911194092,10.786315639459245,10.80772688128767,10.86212611693606,10.89592840217415,10.831343580451671,10.702582439052273,10.671818556438826,10.763874774491287,10.79721767327121,10.721168956788588,10.741045025192111,10.863223523512913,10.965079447151192,11.018506103289631,10.973856135910916,10.949909564753673,10.949479155565067,10.98537822808401,11.012319423094969,11.017543903775929,11.010972498145689,10.933029875451176,10.20407451796543,9.52780810337152,10.876955258707637,,,,,2867,13835.7,0.07836289577437583,0.04182641256910221,0.03653648320527362,,0.2154725297091567,0.09637699583402293
1733770800,11.016154230389603,11.11,10.83,10.959999999999999,11.09786954423642,11.17550354574565,11.069324680790842,10.95883711331373,11.141886374390042,11.215455709680498,10.941917800514643,10.895054118900402,10.856504972431082,10.82533367449832,10.814638721711718,10.831905436533402,10.880260226728375,10.91035276946432,10.849111978037346,10.686762607790724,10.76552666677452,10.800677112391018,10.74397258626841,10.746366008090074,10.859543605694249,10.924223353508237,11.010273617182827,10.98343704708166,10.964008586647907,10.9497706962391,10.979231089658475,10.999600231146356,11.00893383488506,11.029799063575714,10.953261048087727,10.230565583045845,9.549858220539129,10.8933479816834,,,,,11199,14101.1,0.07076299803569164,0.05223629919375207,0.018526698841939568,,0.23842583656629662,0.10664359808876786
1733773500,10.988077115194802,10.988077115194802,10.86,10.895,11.133593187335778,11.1157313657861,11.161533426275696,11.085391807427078,10.993788328118136,11.140504176547667,11.203761063631262,10.965877223867276,10.921558459837668,10.884213793921548,10.853357266574456,10.84121826051373,10.8551121865951,10.898355438200339,10.925235463989107,10.696036097469655,10.756292821237619,10.798772163398938,10.779608471429224,10.745788399076682,10.853256725630617,10.906736949840663,10.998567739187491,10.986650933671045,10.957540365271704,10.947581837905402,10.974633092032663,10.99590613848126,11.008345357227169,11.041154822810041,10.96670317684948,10.253927915279782,9.568530910897808,10.901308517617066,,,,,5185,13921.95,0.057675429169353976,0.06069313805784344,-0.0030177088884894634,0.06069313805784344,0.2506070166824232,0.11209202136058838
1733776200,10.9415385575974,10.985,10.85,10.93,10.801019996298315,10.967306591817046,11.010827575956839,11.071405068781353,11.02851744520132,10.961660272814834,11.092006436512056,11.153418430214634,10.94755975413739,10.909504613483728,10.87665072141035,10.848995827384783,10.83812608634329,10.851248458716766,10.89186640874023,10.70404217275492,10.719392048128967,10.792634499079659,10.812323577330654,10.752281007449454,10.840731078403175,10.895699883181742,10.971450862881326,10.981251972250748,10.96114553623122,10.945212577812441,10.9617255319219,10.995610919013407,11.022467580431952,11.035376049881556,10.976358084731258,10.273966093792083,9.584559318856394,10.91022425403527,,,,,11030,13410.45,0.05040905505093818,0.06744238823302812,-0.017033333182089938,,0.2658055895533066,0.11889007026379378
1733841000,10.9357692787987,11.36,10.735,11.03,10.664208969100017,10.732614482699166,10.866274050911372,10.924172924242637,10.98996584884508,10.967799365851105,10.919167229427014,11.038531753085541,11.09906182342412,10.91922467563365,10.887205009448849,10.858947242051158,10.834781453670548,10.825703435111633,10.838779159409006,10.729050852215533,10.6957742767976,10.78843462396754,10.821684172179152,10.743502907977803,10.79227983966,10.87676434620908,10.950886018587934,10.974080518822145,10.96301644315987,10.944892358804664,10.947627580291226,10.988640344880123,11.01374061764225,11.022564021689725,10.977320637821844,10.297219878447779,9.600963257909736,10.926422428534776,,,,,13823,12256.85,0.05362030189142075,0.06819569597457036,-0.014575394083149604,,0.13669482754508516,0.009081829523224533
1733843700,10.98288463939935,11.11,10.89,10.9725,11.184385660902407,10.924297315001212,10.883204875433583,10.945801953409132,10.976215471574584,11.022369150854637,10.998740265144159,10.952319533361429,11.05473774284297,11.107594207171946,10.943330219748995,10.911970063736652,10.883980966578157,10.859753182758542,10.84961558349771,10.77099069718284,10.73269793946597,10.799264890671841,10.822788787314547,10.753049771136839,10.767175074790165,10.874522718319083,10.966091813007862,11.014981883980044,10.97403762326966,10.951788558098023,10.951261576632366,10.984805555802179,11.01019566124082,11.015247879764754,10.984798116600897,10.336695555260716,9.619859607850792,10.93592116747609,,,,,14569,12167.75,0.04934266169531476,0.06522025949536767,-0.015877597800052906,,0.17437352708555826,0.06258856217434292
1733846400,10.977692319699674,10.977692319699674,10.6,10.7325,11.605980229858591,11.3951829453805,11.151524953287007,11.063898714039837,11.077837608699019,11.081176264621922,11.105742162140926,11.074645260733455,11.02494849963889,11.10986199154453,11.152902027416191,10.9985510539248,10.965355461130624,10.935552342526762,10.909501652565238,10.906293385702755,10.764977607972376,10.817578490428609,10.840271469006444,10.785705714072238,10.783196185935513,10.881373005994728,10.938188285798306,11.015903949809177,10.990698628744536,10.97213923108013,10.958308490403091,10.985393997098516,11.004202429825918,11.012761822319177,11.001697091040343,10.369037605443172,9.641574708548434,10.922096623412427,,,,,4165,11074.65,0.022505136887673416,0.05990162581561482,-0.0373964889279414,,0.24737885580028163,0.15231363313517501
1733849100,10.855096159849836,10.98,10.6,10.752500000000001,10.679700982721833,11.142840606290212,11.156688957827612,11.033568960645715,10.987059167776229,11.01148150436949,11.023822652921918,11.052487014713531,11.030762563176605,10.990423747947181,11.070756445287925,11.113468607024998,10.974024125370704,10.944951569815714,10.918495585206461,10.940691389935878,10.754240711530962,10.794753878994062,10.825670306881404,10.8055398084726,10.77259626226552,10.866636969845183,10.914038969652983,10.997608691569887,10.986682336294521,10.959648851164886,10.950213659896788,10.975409721766646,10.99538572843978,11.007162791146568,11.007436276975513,10.386313594228819,9.658127942193632,10.908643230067561,,,,,4242,10570.45,0.004716063617200561,0.052122990638199695,-0.047406927020999134,,0.2948968147962784,0.14256266004551857
1733851800,10.803798079924919,10.91,10.8,10.8425,10.513456672817476,10.596578827769655,10.933045961799303,10.99588088657508,10.929546503080061,10.908125418616441,10.940335099862068,10.960026905408855,10.992594754502855,10.97903197414069,10.947063104753575,11.024314797582058,11.067313842855167,10.941126450188333,10.91618524334919,10.901286432325175,10.749143038819943,10.754417790620824,10.812193356794,10.826976443049329,10.771977173630633,10.849612620870868,10.898776848627042,10.967958832897889,10.977274628468384,10.95888846243471,10.944168172830281,10.959714342619295,10.991724776899673,11.017305298356854,11.00216940330477,10.398315313035354,9.674964798708343,10.902728838881847,,,,,2829,10477.6,0.00040986246323626574,0.043089378287245635,-0.04267951582400937,,0.4004425143368535,0.3000553487002973
1733854500,10.823149039962459,10.9,10.82,10.845,10.835924833125514,10.674690752971495,10.676360829554945,10.908765679630857,10.963889675885161,10.913942891420973,10.897811049260602,10.927283816519992,10.94623778626626,10.976927762365118,10.966022234048406,10.937801582117908,11.009823261854612,11.05078605644591,10.934113009050838,10.870056788528036,10.77601861694945,10.740460176645534,10.81349963138434,10.839459860142403,10.767990326634177,10.809440823282523,10.884684830725087,10.951969656696036,10.973296607826992,10.963078816925963,10.946158846610027,10.948643961265855,10.987184423174531,11.010971120877976,10.999940291699739,10.408017238294196,9.69281910947365,10.89688301717185,,,,,1250,10391,-0.0024442575725114324,0.03411080569314705,-0.03655506326565848,,0.41383826994397066,0.31009291458276583
