time,open,high,low,close,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,F1,F2,F3,F4,F5,G100,G150,G200,Kernel Regression Estimate,Buy,Sell,StopBuy,StopSell,Volume,Volume MA,MACD,Signal Line,Histogram,Cross,Main Line,Gobble Line
1734013800,27.415685664022295,27.69,27.14,27.283749999999998,27.5727662141529,27.663890443877,27.602314426701124,27.563033009635653,27.53069652447734,27.559450976088076,27.500185860626754,27.443782236349605,27.487913971843525,27.42885821392621,27.469476066369296,27.498440740777088,27.466324886000095,27.432850829013482,27.422222889524043,27.338962305792062,27.361669513518827,27.493000721894663,27.55077111151605,27.515157190764995,27.5291315180967,27.539376295188337,27.43767226210255,27.345920041390062,27.32755245820084,27.28533980399443,27.278021872322974,27.255854038814665,27.220309626700107,27.226586027335554,27.160390897966426,26.554218941954314,26.584810430035027,27.403759931956298,,,,,3678,5851.85,-0.010278992003247112,-0.0011839830626081652,-0.009095008940638947,-0.0011839830626081652,0.16843809950957583,0.183423458366486
1734016500,27.349717832011144,27.49,27.15,27.284999999999997,27.2804790336574,27.42662262390515,27.53608664047049,27.52185557844013,27.506522214440007,27.488993609340692,27.519597841455127,27.4727225072556,27.425637436050458,27.467170478024787,27.41536919753817,27.453726313643376,27.481674455614016,27.453050182261403,27.422692709322966,27.34196613789977,27.378631010462364,27.47850572168421,27.52491142454868,27.514134856973318,27.51362021462053,27.528863567148992,27.4723643516406,27.353574583093465,27.33250375492229,27.29551631827566,27.275761746606914,27.260798301738998,27.22895010196002,27.2301798602143,27.172586422649715,26.57455410506645,26.59300047820781,27.39364780580927,,,,,2226,5078,-0.01995523598173321,-0.0010750636857770088,-0.0188801722959562,,0.1941555373159951,0.21142888823367745
1734019200,27.31735891600557,27.4,27.165,27.269999999999996,27.324614500493347,27.302546767075373,27.39261991610124,27.483218605476143,27.48240736285078,27.476204262115573,27.46551087950536,27.49522492383492,27.456266062059782,27.415535142494623,27.454210843703788,27.407806306117845,27.443794635708738,27.470455887391186,27.444487803476754,27.364008145314518,27.36755653419908,27.46570267626361,27.5008444521179,27.512941993403718,27.51312888964574,27.538379395889642,27.505362904569783,27.366910002526655,27.339347898423355,27.305706702821276,27.280394585496822,27.266408498135974,27.242409292921142,27.232341632705918,27.183684914591794,26.594952350129404,26.60333724839469,27.382035251964382,,,,,2794,4971,-0.027882331966718965,-0.002500783212134255,-0.02538154875458471,,0.21577587076685106,0.23668239108610026
1734021900,27.293679458002785,27.293679458002785,27.09,27.16,27.558021146627656,27.441317823560503,27.387704893592826,27.43397022373278,27.498179113706453,27.495009660146934,27.48789238847445,27.477074662895664,27.502202281922987,27.466441570516444,27.42848841559766,27.46286170228085,27.41936129384934,27.45195367220302,27.476293571340168,27.39662672995322,27.37481147799986,27.45419975868673,27.495689836806914,27.503023301837697,27.51729786323147,27.547242949080054,27.530914256569055,27.392481357089533,27.343472268266297,27.321140792832406,27.280328869371147,27.28378411859215,27.251900574773035,27.239419185840685,27.194591884162406,26.615508980589713,26.611694132662947,27.36013756590346,,,,,1497,4781,-0.043390519998776966,-0.0072318080686398405,-0.03615871193013712,,0.2764181642905606,0.1763578851550914
1734024600,27.22683972900139,27.22683972900139,27.07,27.1325,27.232465720608253,27.395243433617956,27.371700455909775,27.348895100346617,27.393669323107883,27.45389354819009,27.457503383069987,27.45596405499119,27.44989589153038,27.47522862579139,27.445171038706643,27.412153191015282,27.445138934459855,27.406011610046484,27.43732114209659,27.403275654285114,27.35804454566104,27.3745485531875,27.486302313508702,27.52067555966493,27.50735054436724,27.538696813831116,27.53322564837085,27.41290205374106,27.345175153386666,27.32689247147593,27.28205362093657,27.28126554280704,27.255251639159237,27.24064883808799,27.200248897700227,26.63031690991151,26.61836488169711,27.336147765059035,,,,,1855,4659.35,-0.05618289627437889,-0.01378176674343005,-0.04240112953094884,,0.29696732011156385,0.1894684767532077
1734027300,27.179669864500696,27.18,27,27.08,27.271690732093095,27.252078226350676,27.354059199776355,27.346698024955543,27.33345422669592,27.37333955793876,27.427864574461957,27.434276801697887,27.43548924133583,27.43207537558653,27.45672518090976,27.430714346488923,27.401348386482784,27.432749777148018,27.397056884849476,27.400030723817014,27.337860689972896,27.356966965714978,27.470208365437767,27.523606500913484,27.494967972535186,27.50956378895661,27.52065610714353,27.428987425818654,27.344961132567448,27.327974013093502,27.288547432174344,27.281486394471337,27.260418755748898,27.22659543781091,27.21389590198237,26.646657684526048,26.624681827141107,27.308092358678326,,,,,3110,4647.55,-0.06913043095008575,-0.022232647337102347,-0.046897783612983406,,0.3742826615471549,0.3070356974944316
1734030000,27.129834932250347,27.129834932250347,26.85,26.95,27.425462073826488,27.348576402959793,27.309872842175967,27.37190991828883,27.362450834729735,27.348788867884355,27.380785631637014,27.427564261882537,27.43329738748994,27.434486524584777,27.43147416633565,27.454119921986234,27.430310325514863,27.403070792721696,27.432263930259804,27.407632240674666,27.346063077265825,27.375934314506893,27.461926452119357,27.50460385082127,27.497281076724125,27.498503276631432,27.513735136929018,27.463204891898013,27.354257371680884,27.334642832051543,27.299978619372407,27.28117981461464,27.266777862503197,27.236366809336037,27.234547784430873,26.664650065535067,26.642493495034397,27.269431072034866,,,,,5229,4763.85,-0.08925855196111954,-0.033313642976002616,-0.05594490898511692,,0.4288045195789869,0.3517616718163463
1734032700,27.039917466125175,27.039917466125175,26.71,26.8225,27.288162865723404,27.356812469774944,27.32843855721435,27.304445348062764,27.355160507775746,27.350069506562022,27.340128010432803,27.369207785897824,27.412075217864842,27.418783935313165,27.421184373779226,27.419531557951373,27.44135399458137,27.420156935529835,27.395410264255027,27.422155979551512,27.362238617806824,27.36549052979515,27.449910937908268,27.48263395907508,27.495410717222928,27.497332051458724,27.52172313333379,27.492846038170267,27.366006195238135,27.340477370520105,27.30900362315139,27.2850674556393,27.271629204585413,27.24867324930187,27.23912428895596,26.6834441121457,26.65123744056382,27.220923113732738,,,,,5174,4805.7,-0.11386586906457197,-0.04735975263382583,-0.06650611643074614,,0.4983985329828644,0.40885180353275846
1734035400,26.93120873306259,26.93120873306259,26.48,26.6425,27.30377313523498,27.295968000479192,27.33913269159498,27.322272201719446,27.304310905497214,27.346595945685632,27.343455739229597,27.335583651033083,27.361937269157497,27.401245009601734,27.40832840803336,27.411400103900615,27.41062706389624,27.431526790342417,27.412398015510064,27.433297904879442,27.378163565062085,27.363061382582718,27.432787065374004,27.471767470393154,27.48094414668885,27.495999167458027,27.525158217845213,27.512030643979724,27.385699014659366,27.34067502806866,27.320018800343206,27.281827746629073,27.284991576645428,27.254812259813182,27.233153605514552,26.7029232574166,26.6542878930423,27.158114947089103,,,,,16248,5242.25,-0.14613498301094552,-0.06400886791239754,-0.08212611509854797,,0.6252090399487291,0.4387569757032903
1734100200,26.786854366531294,26.97,26.5,26.735,26.39887795591372,26.851325545574348,26.996937985624054,27.104069007674603,27.137593352558305,27.15340541389998,27.211207661432507,27.225383516315127,27.231505240464255,27.265631337832996,27.310120731993766,27.32420753702347,27.333513784824675,27.338359270468988,27.362683534713724,27.36238919471203,27.350139193939814,27.321302680143884,27.34069781024054,27.442713693389855,27.47811086998651,27.470374825186333,27.502232862806277,27.50025629038646,27.3917244613424,27.33034788189908,27.314272530214566,27.273024854162976,27.272814237498338,27.248715067681324,27.225053591085064,26.715650622212817,26.650398699922118,27.1063826120701,,,,,4679,5060.85,-0.15739319124601536,-0.08035489005048291,-0.07703830119553245,,0.4111250163737157,0.2885178513012059
